ra,dec,z,c_par,fracDeV_r,velDisp,abs_model_mag_u,abs_model_mag_g,abs_model_mag_r,abs_model_mag_i,abs_model_mag_z,abs_petro_mag_u,abs_petro_mag_g,abs_petro_mag_r,abs_petro_mag_i,abs_petro_mag_z,color_u_r,color_g_r,mu_sup,petroR50_r,petroR90_r
348.366730,14.2698269,3.89638506E-02,3.06109023,1.00000000,133.042603,-18.5661259,-20.3439178,-21.1196842,-21.4742355,-21.7365646,-18.6097355,-20.2330475,-20.9990826,-21.3540649,-21.6008644,2.55355835,0.775766373,19.5422440,2.09611773,6.41640520
348.340698,14.2802296,3.94016393E-02,2.48128510,0.410547286,108.960403,-18.1519165,-19.7787495,-20.5736446,-20.9873409,-21.3159637,-18.3176765,-19.8563099,-20.6242542,-21.0151520,-21.3106346,2.42172813,0.794895172,19.8872738,2.05994058,5.11129904
322.908813,11.1085835,4.70068082E-02,2.16705465,4.90667708E-02,55.7753601,-17.2305489,-18.8861027,-19.3755398,-19.6498642,-19.8290672,-16.8046989,-18.8520641,-19.3539295,-19.6219749,-19.8070602,2.14499092,0.489437103,21.1007900,1.96174002,4.25119781
3.18523479,14.4573946,3.64145599E-02,2.75573492,0.176987901,85.9175034,-17.4415188,-18.2474213,-18.4890442,-18.6385212,-18.6328106,-17.5175495,-18.2978897,-18.5526352,-18.6987610,-18.7901402,1.04752541,0.241622925,21.0453663,1.39077532,3.83260846
348.345856,13.9087543,3.97937708E-02,2.76455951,0.532347381,104.186302,-16.6817513,-17.9687386,-18.8296719,-19.3412991,-19.7639084,-16.9481716,-17.8598099,-18.5941124,-19.0173893,-19.3393688,2.14792061,0.860933304,20.7206898,1.19137836,3.29363656
311.938568,-5.42101860,4.56671007E-02,2.44385767,0.454108000,156.250107,-19.0851822,-20.3402195,-21.0425472,-21.4269390,-21.7459183,-19.1185226,-20.3992023,-21.0900784,-21.4606781,-21.7228394,1.95736504,0.702327728,19.8906250,2.53844261,6.20359230
38.3825684,-7.76756763,2.76999492E-02,2.27019882,5.65387718E-02,76.7856522,-18.5973129,-19.9436092,-20.6228733,-20.9443893,-21.2004948,-18.8488426,-20.0056171,-20.6201534,-20.9139977,-21.1485348,2.02556038,0.679264069,20.5963860,3.01462054,6.84378910
26.1411934,-8.77309704,2.98562106E-02,2.26475692,0.859391928,20.8305702,-19.3113918,-20.1859741,-20.3759975,-20.5087280,-20.5997200,-19.1769524,-19.9021130,-20.0272064,-20.1309357,-19.9887810,1.06460571,0.190023422,22.3430233,5.15895081,11.6837692
43.4218178,-7.82956457,3.17153484E-02,2.36796141,6.80715814E-02,45.4659805,-17.6205902,-18.7546463,-19.1738720,-19.3695183,-19.4597244,-17.6597710,-18.7569466,-19.1549320,-19.3626385,-19.2057552,1.55328178,0.419225693,21.7036266,2.50833750,5.93964672
22.5398331,-9.48577213,4.95912693E-02,2.10187078,0.00000000,63.6765289,-18.7664375,-19.8544273,-20.3462334,-20.5954590,-20.7674408,-18.7859192,-19.8366470,-20.2547531,-20.4097080,-20.5179806,1.57979584,0.491806030,21.7832432,4.24061823,8.91323090
14.4915009,-9.72072887,4.41461988E-02,2.94386077,0.655536771,850.000000,-17.7480621,-18.6644039,-19.3004856,-19.6500702,-19.8061180,-17.5394516,-18.2898350,-19.0024052,-19.1866302,-19.4376678,1.55242348,0.636081696,21.8508644,2.45718837,7.23362017
55.2729797,-6.81943464,3.53062190E-02,2.11137938,0.243356407,44.1363602,-17.0434875,-18.5412807,-18.8973904,-19.0576305,-19.1648445,-17.6970081,-18.6982422,-18.9702206,-18.8356304,-18.7505245,1.85390282,0.356109619,22.8034592,3.77859902,7.97805643
55.2271156,-6.67339611,2.23370101E-02,2.15351200,0.00000000,83.0512695,-17.3792934,-18.4790592,-18.8597507,-19.0877533,-19.1793175,-17.4412022,-18.4399891,-18.7968807,-19.1859932,-19.1233158,1.48045731,0.380691528,22.0263004,2.50283384,5.38988256
3.11329627,-10.3042812,2.17132494E-02,2.63069105,0.331926703,16.7300606,-16.1799545,-16.8823299,-17.1505680,-17.2491531,-17.3015728,-16.1149158,-16.8902493,-17.2155190,-17.3053837,-17.4095917,0.970613480,0.268238068,20.7798748,0.690742254,1.81712961
40.1557198,-8.98418617,4.42283712E-02,2.78163600,0.770645916,83.7449875,-19.3428307,-20.7671700,-21.3943615,-21.7249336,-21.9697742,-18.9767685,-20.5401306,-21.1623707,-21.4887924,-21.7319946,2.05153084,0.627191544,20.0760536,2.97190738,8.26676464
38.4729614,-9.04290104,4.35798615E-02,1.96865499,0.137999594,68.0129013,-18.4794750,-19.5433540,-20.0027485,-20.2416687,-20.3167343,-18.4126644,-19.4816456,-19.9613876,-20.2293987,-20.1664543,1.52327347,0.459394455,22.2401524,4.63630867,9.12729263
7.43169594,-10.2707891,2.10009608E-02,2.42151070,0.00000000,100.899002,-17.5466442,-18.7011642,-19.1841145,-19.4178658,-19.5870056,-17.4796658,-18.7365437,-19.1664371,-19.3903770,-19.3540268,1.63747025,0.482950211,21.8874779,2.83731294,6.87058306
23.8830414,-9.85401535,4.90709804E-02,2.99881101,0.937946081,110.783203,-18.0261478,-19.5624542,-20.3156033,-20.7683220,-21.1222878,-18.2751579,-19.3936634,-20.0990829,-20.4593430,-20.6023769,2.28945541,0.753149033,21.2830181,3.14688969,9.43692780
311.987091,-5.40590143,4.60580997E-02,2.68203187,0.244204298,121.198898,-18.5096226,-19.9418335,-20.6957073,-21.0883064,-21.4123344,-18.7037010,-20.0506630,-20.7792377,-21.1510773,-21.3966942,2.18608475,0.753873825,20.3563175,2.73715353,7.34113312
312.016357,-5.79888058,2.03782097E-02,2.25425482,2.57995408E-02,0.00000000,-16.5093956,-17.5114346,-17.9043941,-18.0459614,-18.1552200,-16.0126648,-17.4476032,-17.9175053,-17.9461613,-18.0576096,1.39499855,0.392959595,21.8649521,1.55578041,3.50712538
312.056335,-5.79492569,2.02559102E-02,2.48169780,0.621403813,24.3271999,-18.7273293,-19.7362804,-20.1845646,-20.3828812,-20.5398083,-18.2110786,-19.2507229,-19.8069038,-19.9500618,-20.0958595,1.45723534,0.448284149,22.1866779,4.30300045,10.6787481
311.974243,-6.61616182,2.26430707E-02,2.64418888,0.388146907,0.00000000,-17.1147156,-18.0414963,-18.2531471,-18.3573723,-18.4510269,-16.9982948,-18.1179657,-18.3853779,-18.5026417,-18.5180759,1.13843155,0.211650848,21.3742485,1.50098288,3.96888185
229.610504,3.64239526,3.89764495E-02,2.17624879,0.00000000,38.7584915,-16.6746845,-18.3694458,-18.7296276,-18.8887157,-18.8132706,-16.3051758,-18.3756962,-18.7131672,-18.8033066,-18.6003513,2.05494308,0.360181808,22.0825043,2.41649294,5.25888968
221.870590,4.19232988,3.53860706E-02,2.68376374,0.749242783,58.1049690,-17.2230911,-18.6996403,-19.4461994,-19.8091202,-20.0567760,-17.3170433,-18.5087185,-19.2485714,-19.5813980,-19.8693352,2.22310829,0.746559143,20.3598309,1.41373193,3.79412246
226.600433,3.40549040,4.91033718E-02,2.40687203,6.04614317E-02,98.8853073,-17.8932533,-19.3583698,-20.1135311,-20.5660896,-20.9090118,-18.2736626,-19.4642010,-20.1470699,-20.5364914,-20.7546692,2.22027779,0.755161285,21.3480053,3.26709127,7.86347055
226.584625,3.37071371,4.91436310E-02,2.14003253,0.00000000,22.2493095,-17.7728539,-18.7414646,-19.0933762,-19.3489246,-19.5079918,-17.7393227,-18.7112637,-19.0805264,-19.3242149,-19.5280018,1.32052231,0.351911545,20.0143147,1.08312345,2.31791949
154.684525,2.22395468,4.55995090E-02,3.15845537,1.00000000,164.235001,-18.6282444,-20.4712162,-21.3333149,-21.7181530,-22.0184746,-18.5803337,-20.3134651,-21.1736927,-21.5578537,-21.8663559,2.70507050,0.862098694,18.9522305,1.73433101,5.47780657
221.197174,1.62327135,3.38537619E-02,2.78855634,1.00000000,135.065903,-16.4623108,-18.2407780,-19.0247803,-19.3918247,-19.6695404,-16.3421307,-18.1836376,-18.9571915,-19.3084240,-19.5858803,2.56246948,0.784002304,19.3823910,0.790594757,2.20461798
180.244492,2.10371923,2.05453299E-02,2.30147433,9.65892524E-03,68.0576172,-15.5419512,-17.1943531,-17.8149185,-18.1083145,-18.1296215,-15.6253424,-17.1977234,-17.7993183,-18.0833035,-17.9651012,2.27296734,0.620565414,21.9149437,1.55273652,3.57358313
196.442856,1.67866158,4.65825684E-02,2.64296150,0.161389306,104.744202,-18.0120735,-19.6412296,-20.4736919,-20.9509239,-21.3246040,-18.1787415,-19.7209797,-20.4890118,-20.9142532,-21.2800026,2.46161842,0.832462311,20.9878178,3.30074120,8.72373104
240.098343,2.51863718,3.14779915E-02,2.24143839,4.58710082E-02,47.4390793,-17.2027493,-18.2511692,-18.6929035,-18.8891983,-19.0702667,-17.4841499,-18.2433186,-18.6866436,-18.8680191,-18.6376553,1.49015427,0.441734314,21.9015942,2.12792516,4.76961327
206.897186,3.05326390,4.14543189E-02,2.64494729,5.03089912E-02,61.5303001,-17.7302742,-18.9595509,-19.6072254,-20.0118561,-20.2978287,-18.0003128,-18.9941311,-19.5870686,-19.9674149,-20.1125603,1.87695122,0.647674561,20.9857845,2.20821643,5.84061575
203.104584,3.06124496,2.22935192E-02,3.13817334,1.00000000,91.0508728,-17.9514923,-19.0928154,-19.7513447,-20.0616341,-20.3394661,-17.8733025,-19.0385952,-19.6788750,-19.9680347,-20.2016163,1.79985237,0.658529282,19.2414474,1.06606054,3.34548259
228.374985,2.10415936,3.85026596E-02,2.04591727,0.456945688,81.0839386,-18.3226013,-20.0138435,-20.7876873,-21.1386414,-21.4506111,-18.0700111,-19.6731739,-20.4151783,-20.7301292,-20.9986000,2.46508598,0.773843765,21.3450222,3.74811292,7.66832876
228.368011,2.13382149,3.86406891E-02,2.65136361,0.869940221,113.066002,-18.9707832,-20.3748665,-21.0844555,-21.4424839,-21.7565117,-18.7810631,-20.2284756,-20.9345760,-21.2677345,-21.5060692,2.11367226,0.709589005,20.7359276,3.59294152,9.52619457
206.891571,2.27045441,2.76413504E-02,2.75475574,0.333015889,50.5001297,-17.4251118,-18.4187469,-18.8712864,-19.1008549,-19.3406734,-17.3810520,-18.4948483,-18.9744549,-19.1914940,-19.4024830,1.44617462,0.452539444,20.3785915,1.29402971,3.56473613
181.102524,2.45911312,2.24260502E-02,2.29734683,0.00000000,43.9597015,-16.1377316,-17.2210522,-17.7149696,-17.8727150,-18.0312481,-16.0189228,-17.1794815,-17.6853294,-17.8455849,-17.7865982,1.57723808,0.493917465,22.0419445,1.54584551,3.55134344
155.600540,1.99326003,4.48078588E-02,2.51091123,0.380947709,66.0496063,-17.8001518,-19.0373020,-19.3767490,-19.6988621,-19.8999023,-17.9315815,-19.1715927,-19.4364491,-19.7607517,-19.8628731,1.57659721,0.339447021,20.3880119,1.52764642,3.83578444
187.167572,1.90745890,2.93004792E-02,2.09862161,0.00000000,0.00000000,-16.7234268,-17.6882458,-17.9818935,-18.1364517,-18.2072144,-16.7051277,-17.6713963,-17.9483624,-18.0617790,-18.1450844,1.25846672,0.293647766,21.0867844,1.11855888,2.34743190
247.366394,48.8417473,3.53289694E-02,2.91781855,0.994448781,147.331100,-18.2860451,-20.1144199,-20.8987541,-21.2624321,-21.5411015,-18.2121162,-19.9723721,-20.7519550,-21.1156216,-21.4120312,2.61270905,0.784334183,19.3809280,1.83784437,5.36249685
247.504532,47.7992630,4.96025309E-02,2.92607689,0.978338182,161.259705,-16.9658356,-18.6691074,-19.5989246,-20.0984573,-20.4880142,-17.0318146,-18.5739994,-19.4738140,-19.9475365,-20.2442856,2.63308907,0.929817200,20.1752911,1.43095338,4.18707943
131.574661,53.8587723,4.41533700E-02,2.67265821,0.960851014,103.877701,-16.8814621,-18.5532093,-19.3153954,-19.6804657,-19.9158726,-16.8162212,-18.5044289,-19.2650852,-19.6260262,-19.8131218,2.43393326,0.762186050,19.7034912,1.04932117,2.80447674
238.013870,54.6722183,4.35972698E-02,1.92576909,0.00000000,61.0099487,-19.4621239,-20.6070080,-21.0799980,-21.3136711,-21.4766617,-19.4656143,-20.5961475,-21.0466290,-21.2711506,-21.3615799,1.61787415,0.472990036,21.0924473,4.58553743,8.83068657
154.677750,63.8278084,4.08461802E-02,2.14533281,0.00000000,53.0439491,-16.5706520,-18.0986805,-18.7036343,-19.0219345,-19.1780396,-16.4547424,-18.0098515,-18.6448345,-18.9727440,-19.1700020,2.13298225,0.604953766,22.1882896,2.53801060,5.44487715
129.701813,54.3046989,3.44824716E-02,2.41839457,9.63137206E-03,77.6225662,-17.6159897,-18.8238773,-19.3825436,-19.6949081,-19.9048576,-17.6511612,-18.7567272,-19.3595829,-19.6591492,-19.7759094,1.76655388,0.558666229,22.0110455,3.20536304,7.75183201
130.839294,53.8934822,3.12858708E-02,2.49284434,0.00000000,73.3045425,-15.5855942,-17.5449390,-18.3297291,-18.7932777,-19.1522751,-15.2781448,-17.5638981,-18.2930660,-18.7436104,-19.0232544,2.74413490,0.784790039,21.3812237,1.49217498,3.71975994
114.478577,40.1496429,4.18132804E-02,2.33418870,0.225253195,75.0841980,-18.4771214,-19.4704285,-19.9117184,-20.1899071,-20.3877983,-18.5045013,-19.4911194,-19.9451084,-20.2114468,-20.3814507,1.43459702,0.441289902,20.0563202,1.64890563,3.84885740
114.420433,38.6218987,4.74146307E-02,2.43375325,0.155993298,0.00000000,-17.6661797,-18.7500610,-19.1606350,-19.3931313,-19.5652294,-17.7482700,-18.7936707,-19.1878548,-19.4143219,-19.5492496,1.49445534,0.410573959,21.3512859,2.07184601,5.04236221
247.536850,40.5693817,2.85314303E-02,2.57981634,0.782823205,64.9660263,-15.6756449,-17.2206631,-17.9493408,-18.2802143,-18.5203381,-15.8403254,-17.1369934,-17.8516712,-18.2106743,-18.3902874,2.27369595,0.728677750,19.9022694,0.629894793,1.62501299
130.120392,55.6000710,4.54301685E-02,2.96940660,0.972642899,157.402206,-18.4732742,-20.1589603,-21.0029163,-21.4275093,-21.7631035,-18.3396568,-20.0070400,-20.8624668,-21.2729607,-21.5690746,2.52964211,0.843955994,19.2006989,1.71754193,5.10008001
155.696945,64.6101074,3.68000902E-02,2.37912011,0.00000000,0.00000000,-17.0285454,-18.1180744,-18.5194454,-18.7263985,-18.8688774,-17.0865173,-18.1119556,-18.4266453,-18.6923409,-19.1143990,1.49090004,0.401371002,22.4991131,2.66437817,6.33887529
122.137001,47.7929916,4.03494798E-02,2.34570360,0.102314100,65.7475891,-18.2294979,-19.2059441,-19.5829697,-19.8192768,-19.9843826,-18.3500462,-19.2700233,-19.6133595,-19.8098373,-19.9253139,1.35347176,0.377025604,20.7914352,2.01197171,4.71948910
209.010422,65.2963791,3.61472815E-02,2.00100279,0.231760100,39.9370499,-17.7459641,-18.9180717,-19.3366032,-19.5030918,-19.5544186,-17.6705742,-18.8794403,-19.3780117,-19.4587402,-18.9298992,1.59063911,0.418531418,22.5238762,4.15767097,8.31951141
143.530106,60.7099533,3.93641405E-02,2.91518760,0.820090473,133.833298,-18.6409187,-20.3829727,-21.1713390,-21.5338364,-21.7969303,-18.6184292,-20.2534237,-21.0408802,-21.3944054,-21.6476498,2.53042030,0.788366318,19.3323345,2.00496483,5.84484816
179.174545,66.6649323,4.61429097E-02,2.96551728,1.00000000,85.5862427,-17.7932167,-19.4852009,-20.2615337,-20.6144829,-20.8699856,-17.9020863,-19.3874702,-20.1539822,-20.5014305,-20.7309952,2.46831703,0.776332855,20.4108391,2.21125293,6.55750942
122.136253,46.5979500,4.96389717E-02,3.00482321,0.910147429,137.308701,-19.0841026,-20.8309345,-21.6552258,-22.0479813,-22.3398895,-19.1595840,-20.7712040,-21.5285358,-21.8961601,-22.0825996,2.57112312,0.824291229,20.3244629,3.81063986,11.4502993
240.893707,51.2736511,2.88435407E-02,2.47370172,0.294331014,42.6749191,-18.3468132,-19.2647800,-19.7537899,-19.9845505,-20.1982555,-18.3186226,-19.2900486,-19.7885094,-20.0189610,-20.2307854,1.40697670,0.489009857,20.0758457,1.64493954,4.06908989
167.533279,3.44430041,4.06770110E-02,3.14024401,0.880421281,127.733597,-19.0560188,-20.4991055,-21.1483402,-21.4990997,-21.7948952,-19.0265598,-20.3892040,-20.9327526,-21.2491798,-21.4701443,2.09232140,0.649234772,20.6791515,3.50301886,11.0003338
167.557480,2.33964467,3.54664810E-02,3.21065998,0.932695210,113.013000,-17.7633362,-19.4847355,-20.3203754,-20.7429352,-21.0822296,-17.8364964,-19.3670559,-20.1498775,-20.5383434,-20.8284912,2.55703926,0.835639954,19.6040287,1.51414764,4.86141300
173.252029,1.52764332,2.90574003E-02,2.17152238,0.110879503,42.3397789,-18.7265472,-19.7762814,-20.2992744,-20.5479012,-20.7622070,-18.6159077,-19.7589207,-20.3124352,-20.5534592,-20.7271690,1.57272720,0.522993088,20.4637051,2.47210217,5.36822510
163.955750,1.49311578,3.84864584E-02,2.26999044,0.00000000,79.9668579,-17.7272415,-18.7915783,-19.2874584,-19.6268883,-19.8648796,-17.7137299,-18.7924213,-19.2923603,-19.6021080,-19.8273201,1.56021690,0.495880127,20.2400284,1.36799061,3.10532570
154.040802,2.95865035,4.75242585E-02,2.44612241,0.00000000,23.6830196,-16.9906540,-18.3252201,-18.9895496,-19.3535652,-19.6008091,-17.1578045,-18.3325100,-19.0044498,-19.3613358,-19.5679779,1.99889565,0.664329529,21.2151413,1.83175421,4.48069477
148.617706,2.39414763,3.29257399E-02,3.05159616,0.911643207,180.232895,-18.7443237,-20.4945583,-21.2600708,-21.6337814,-21.9162216,-18.8070049,-20.3398781,-21.1177406,-21.4921303,-21.7144394,2.51574707,0.765512466,19.9133148,2.73519325,8.34670448
145.266785,2.21089721,3.59963216E-02,2.21962976,0.00000000,0.00000000,-17.3968182,-18.4493065,-18.7203388,-18.8769894,-18.9557190,-17.3646793,-18.4400578,-18.6943874,-18.8756695,-18.8170490,1.32352066,0.271032333,21.5833378,1.91353142,4.24733114
147.562180,1.91722834,4.69382294E-02,2.42453504,0.00000000,80.6486435,-17.1680527,-18.7580700,-19.2892361,-19.5605278,-19.7224503,-16.9824753,-18.8273220,-19.3001232,-19.5753174,-19.6467590,2.12118340,0.531166077,21.1375980,1.97534215,4.78928614
16.4454632,15.0181208,3.95533293E-02,2.13047051,0.00000000,21.1859303,-17.4214306,-18.5689049,-18.9063797,-19.0956478,-19.1734047,-17.4833393,-18.5162659,-18.8570995,-18.9768581,-18.9560852,1.48494911,0.337474823,21.7558956,2.12621617,4.52984095
11.8685684,14.7505865,3.94709706E-02,1.99949074,0.353652090,65.8972092,-17.2356606,-18.7585201,-19.1729984,-19.4295845,-19.6235619,-16.4575310,-18.1451473,-18.6130581,-18.8492661,-18.9514122,1.93733788,0.414478302,22.9351997,3.21774220,6.43384600
27.5150337,13.3830023,3.82989682E-02,3.02178979,0.822080195,52.9231415,-17.5111351,-18.3944130,-18.6269245,-18.7951412,-18.9033108,-17.3621845,-18.1305542,-18.4745350,-18.6303005,-18.8260212,1.11578941,0.232511520,21.4610119,1.57410848,4.75662470
24.0514202,13.3012772,4.53007706E-02,2.51024175,0.135563001,82.1504593,-17.7953110,-18.8207932,-19.1506367,-19.3522415,-19.4863167,-17.7729912,-18.7733841,-19.1195869,-19.3162422,-19.4338951,1.35532570,0.329843521,21.9527340,2.68475342,6.73937988
161.550873,60.9129562,4.46954593E-02,2.55407143,1.00000000,96.9819565,-19.4213982,-20.6555119,-21.2812824,-21.6150112,-21.8753567,-19.4119377,-20.5848293,-21.1807728,-21.4935513,-21.6526566,1.85988426,0.625770569,20.4882259,3.69927788,9.44822025
157.997574,58.4398117,4.99120615E-02,1.85892010,0.00000000,78.0544434,-18.6340981,-20.0173359,-20.6516476,-20.9593506,-21.1951542,-18.5854588,-19.9980068,-20.5770569,-20.8428307,-21.0558243,2.01754951,0.634311676,21.6616726,4.76172638,8.85166836
36.2152939,-8.73948574,4.70749103E-02,2.38270330,0.545585573,74.4415970,-17.3932514,-18.4541054,-18.8752785,-19.1074295,-19.2488117,-17.5488510,-18.4771156,-18.9304790,-19.1580791,-19.3712025,1.48202705,0.421173096,20.4835453,1.26473117,3.01347899
350.664520,15.7348518,4.11427990E-02,2.21134400,0.913580477,99.5161133,-18.3617821,-20.1904602,-20.9988956,-21.3773727,-21.6504784,-18.3914127,-20.0124111,-20.7911663,-21.1642818,-21.3612785,2.63711357,0.808435440,20.9034863,3.65444636,8.08123779
317.903198,11.4969311,2.93823201E-02,2.73007774,0.704438627,96.5135193,-19.2373505,-20.2846088,-20.8534203,-21.1685524,-21.4183159,-18.9598522,-20.0828285,-20.6581802,-20.9788132,-21.1784859,1.61606979,0.568811417,19.8084087,1.98745918,5.42591858
350.436707,15.2767801,4.06589210E-02,2.61223292,0.625570476,58.5094299,-16.7217464,-18.3317947,-19.0981598,-19.4474621,-19.5881004,-16.5874557,-18.0990849,-18.8601112,-19.2137623,-19.3265800,2.37641335,0.766365051,20.6461525,1.33365941,3.48382902
348.102173,13.9512777,3.41153294E-02,2.92410135,1.00000000,141.906097,-18.4912415,-20.1790295,-20.9728527,-21.3140812,-21.6532021,-18.4971504,-20.1709194,-20.9182529,-21.2889404,-21.5499611,2.48161125,0.793823242,19.7338448,2.22091341,6.49417496
57.2730598,-5.22183228,3.20715718E-02,2.38729596,0.104630500,25.0684509,-17.2299709,-18.8493576,-19.1803322,-19.3641663,-19.4158173,-16.4254112,-18.9369183,-19.2836018,-19.3918247,-19.3002472,1.95036125,0.330974579,21.6306019,2.42706156,5.79411411
52.6394501,-6.72102308,3.48275714E-02,3.11575985,1.00000000,102.104301,-18.4177761,-19.9825191,-20.7234631,-21.0746727,-21.3514709,-18.4466858,-19.9491024,-20.6952419,-21.0310516,-21.2300110,2.30568695,0.740943909,19.8612976,2.17179847,6.76680183
46.0372772,-7.80107737,3.08607202E-02,2.25266528,5.94257712E-02,65.1518936,-17.6065788,-18.9649639,-19.7002659,-20.0509338,-20.3636589,-17.6817589,-18.9903927,-19.7142086,-20.0621452,-20.3077583,2.09368706,0.735301971,20.1007710,1.48408532,3.34314752
57.4379845,-6.78098822,3.28415707E-02,2.30286264,0.229629204,39.0295982,-18.1125412,-19.2298832,-19.6021729,-19.8227882,-19.9313660,-17.9685307,-19.3166332,-19.6308918,-19.8588486,-19.6129570,1.48963165,0.372289658,22.1521893,3.59259987,8.27326393
40.3452644,-8.99981880,4.52813096E-02,2.99550724,0.802480519,123.770203,-19.1134300,-20.6066418,-21.3188000,-21.6896477,-22.0148277,-19.0832901,-20.4975605,-21.1327686,-21.4720478,-21.8682785,2.20536995,0.712158203,20.5120697,3.58494830,10.7387390
317.829987,-7.02269554,2.72639804E-02,1.86016059,0.00000000,368.121307,-16.0078392,-17.6216545,-17.9267101,-18.1303577,-18.1253204,-17.5846901,-17.6220131,-17.8451996,-18.0864372,-18.1067715,1.91887093,0.305055618,23.4894848,2.82428598,5.25362539
216.208023,4.71545649,2.60589607E-02,2.40300465,0.117207199,63.4654007,-16.2023830,-17.8625832,-18.5688858,-18.8917103,-19.1279850,-16.2982826,-17.8811626,-18.5758266,-18.8966999,-19.1041660,2.36650276,0.706302643,20.1480064,0.970265210,2.33155179
