  cls    ig     type   clase    smass     u         g        r         sfr      Mcoldgas  Mhotgas  Tau    OH       bt    ssfr    
  7      473800   2      IN     9.131    -16.973   -17.763   -18.181   -0.79    8.433    9.44     4.095   9.995    0.0     -9.921   
  7      473822   2      IL     10.37    -17.874   -19.316   -20.154   -0.606   9.813    10.884   6.04    9.918    0.421   -10.976  
  7      473833   2      IL     9.205    -14.706   -16.332   -17.219   99.0     8.371    99.0     7.102   9.789    0.999   99.0     
  7      473837   2      IL     9.234    -14.569   -16.246   -17.163   99.0     8.791    7.333    7.811   9.924    0.045   99.0     
  7      473888   2      IN     9.549    -16.572   -17.602   -18.248   99.0     8.488    9.213    7.108   10.124   0.745   99.0     
  7      473902   2      IN     10.126   -18.157   -19.087   -19.688   -0.221   9.52     10.114   6.553   10.189   0.806   -10.347  
  7      473906   2      IN     10.426   -17.107   -18.893   -19.901   99.0     99.0     10.535   6.939   13.996   0.547   99.0     
  7      473921   2      IL     9.871    -15.289   -17.177   -18.253   99.0     8.863    6.563    7.494   10.199   0.75    99.0     
  7      473934   2      IL     10.212   -18.888   -19.707   -20.214   0.181    9.683    10.138   4.741   10.281   0.79    -10.031  
  7      473978   2      IL     9.538    -14.574   -16.423   -17.442   99.0     8.05     6.427    0.106   10.148   0.024   99.0     
  7      473992   2      IL     9.487    -14.971   -16.709   -17.659   99.0     99.0     99.0     8.335   13.996   0.0     99.0     
  7      473993   2      IL     9.493    -15.027   -16.798   -17.768   99.0     8.823    5.631    6.401   10.163   0.0     99.0     
  7      474008   2      IN     9.168    -14.682   -16.234   -17.065   99.0     8.469    99.0     7.959   9.813    0.203   99.0     
  7      474039   2      IL     9.044    -15.993   -16.916   -17.443   99.0     8.476    9.238    6.862   9.922    0.0     99.0     
  7      474058   2      IL     9.761    -16.203   -17.538   -18.356   99.0     8.449    8.85     9.312   9.919    0.789   99.0     
  7      474064   2      IL     9.383    -17.12    -18.02    -18.518   -0.703   9.049    9.378    4.847   10.026   0.02    -10.086  
  7      474069   2      IL     9.216    -14.131   -15.845   -16.793   99.0     99.0     99.0     0.778   13.996   0.0     99.0     
  7      474080   2      IL     9.153    -14.329   -15.999   -16.909   99.0     8.178    99.0     8.291   9.781    0.998   99.0     
  7      474081   2      IL     9.651    -16.488   -17.619   -18.337   -0.968   8.975    9.422    6.893   10.011   0.897   -10.619  
  7      474092   2      IL     9.146    -14.22    -15.878   -16.786   99.0     99.0     99.0     9.924   13.996   0.0     99.0     
  7      474100   2      IL     10.091   -16.337   -18.108   -19.086   99.0     99.0     10.347   7.738   13.996   0.615   99.0     
  7      474147   2      IL     9.149    -15.231   -16.62    -17.383   99.0     8.395    8.017    6.21    9.992    0.0     99.0     
  7      474162   2      IL     9.061    -13.719   -15.468   -16.426   99.0     99.0     5.752    9.991   13.996   0.0     99.0     
  7      474165   2      IL     9.151    -14.694   -16.242   -17.039   99.0     8.484    7.68     0.149   9.556    0.865   99.0     
  7      474174   2      IL     9.225    -14.532   -16.195   -17.103   99.0     99.0     7.54     8.09    13.996   0.0     99.0     
  7      474180   2      IL     10.436   -16.283   -18.295   -19.425   99.0     99.0     99.0     8.686   13.996   0.926   99.0     
  7      474188   2      IL     9.216    -14.618   -16.276   -17.193   99.0     99.0     7.318    6.539   13.996   0.067   99.0     
  7      474200   2      IL     9.058    -14.173   -15.806   -16.696   99.0     8.369    99.0     8.591   9.574    1.0     99.0     
  7      474202   2      IL     9.155    -14.328   -15.979   -16.883   99.0     99.0     7.386    8.729   13.996   0.0     99.0     
  7      474208   2      IL     10.087   -16.267   -18.02    -18.993   99.0     99.0     99.0     8.7     13.996   0.384   99.0     
  7      474240   2      IL     9.258    -14.36    -16.06    -16.991   99.0     99.0     99.0     9.891   13.996   0.968   99.0     
  7      474246   2      IL     9.198    -15.751   -17.036   -17.741   99.0     8.948    8.323    4.972   9.959    0.0     99.0     
  7      474255   2      IL     10.34    -16.922   -18.816   -19.846   99.0     8.876    7.558    5.449   10.281   0.651   99.0     
  7      474277   2      IL     9.516    -15.119   -16.828   -17.761   99.0     8.72     7.85     8.262   9.962    0.987   99.0     
  7      474284   2      IN     9.513    -17.086   -17.995   -18.545   -0.611   9.213    10.093   5.323   10.029   0.0     -10.124  
  7      474307   2      IN     9.094    -14.622   -16.197   -17.047   99.0     8.574    6.157    7.491   9.723    0.0     99.0     
  7      474314   2      IN     9.095    -14.33    -15.946   -16.828   99.0     99.0     99.0     8.391   13.996   0.999   99.0     
  7      474320   2      IN     9.461    -15.135   -16.544   -17.424   99.0     8.518    8.388    9.384   9.937    0.905   99.0     
  7      474345   2      IN     9.038    -14.339   -15.912   -16.78    99.0     8.246    8.855    7.436   9.73     0.0     99.0     
  7      474366   2      IN     9.654    -15.889   -17.404   -18.299   99.0     8.844    8.933    5.842   9.887    0.993   99.0     
  7      474368   2      IN     9.348    -15.519   -16.913   -17.72    99.0     8.835    9.011    6.3     9.857    0.992   99.0     
  7      474386   2      IN     9.191    -14.201   -15.904   -16.835   99.0     99.0     99.0     9.923   13.996   0.0     99.0     
  7      474413   2      BS     9.032    -13.91    -15.585   -16.505   99.0     8.456    7.071    9.208   9.738    0.0     99.0     
  7      474439   2      BS     9.099    -15.129   -16.218   -16.88    99.0     8.1      7.775    0.749   9.677    0.906   99.0     
  7      474443   2      BS     9.24     -14.98    -16.537   -17.384   99.0     8.844    8.73     6.962   9.765    0.0     99.0     
  7      474538   2      BS     9.304    -16.218   -17.252   -17.88    99.0     8.467    8.974    6.253   10.132   0.0     99.0     
  7      474591   2      IN     9.315    -16.494   -17.437   -17.979   99.0     8.838    9.399    6.866   9.858    0.718   99.0     
  7      474636   2      CL     9.903    -16.062   -17.862   -18.845   99.0     7.805    7.089    6.086   10.113   0.0     99.0     
  7      474678   2      IN     9.129    -15.771   -16.784   -17.373   99.0     8.495    9.363    8.107   9.714    0.44    99.0     
  7      474707   2      RI     9.532    -14.581   -16.409   -17.415   99.0     99.0     99.0     0.933   13.996   0.0     99.0     
  7      474724   2      BS     9.011    -15.383   -16.672   -17.35    99.0     8.768    8.131    5.278   9.899    0.0     99.0     
  7      474751   2      BS     9.349    -14.584   -16.228   -17.157   99.0     7.97     8.354    0.323   9.845    0.0     99.0     
  7      474761   2      CL     9.057    -14.111   -15.635   -16.511   99.0     8.025    7.909    0.724   9.635    0.998   99.0     
  7      474776   2      BS     9.01     -16.02    -16.964   -17.505   99.0     8.403    9.315    5.3     9.806    0.0     99.0     
  7      474789   2      BS     9.679    -16.627   -17.76    -18.458   99.0     9.105    9.382    7.52    9.998    0.842   99.0     
  7      474808   2      CL     9.536    -14.821   -16.652   -17.65    99.0     99.0     5.517    8.274   13.996   0.0     99.0     
  7      474813   2      IN     9.377    -16.894   -17.789   -18.321   -0.517   8.996    9.944    4.639   9.943    0.0     -9.894   
  7      474830   2      RI     9.536    -16.263   -17.542   -18.311   99.0     8.537    9.841    5.401   10.01    0.306   99.0     
  7      474872   2      BS     9.346    -15.887   -16.999   -17.682   99.0     8.285    9.133    8.315   10.002   0.019   99.0     
  7      474900   2      RI     9.398    -14.861   -16.575   -17.508   99.0     99.0     5.807    8.184   13.996   0.0     99.0     
  7      474910   2      BS     10.192   -16.376   -18.179   -19.202   99.0     99.0     10.852   7.423   13.996   0.833   99.0     
  7      474911   2      IN     9.044    -16.752   -17.572   -18.003   -0.792   8.205    9.679    3.853   9.878    0.0     -9.836   
  7      474912   2      BS     9.333    -14.799   -16.496   -17.434   99.0     8.104    8.81     6.598   9.852    0.0     99.0     
  7      474914   2      BS     9.197    -14.529   -16.035   -16.932   99.0     8.488    8.893    8.306   9.776    0.0     99.0     
  7      474920   2      BS     9.347    -15.424   -16.677   -17.444   99.0     8.54     8.301    9.098   9.758    0.93    99.0     
  7      474963   2      BS     9.019    -14.842   -16.133   -16.883   99.0     8.503    8.445    7.79    9.913    0.0     99.0     
  7      474988   2      RI     9.134    -15.015   -16.497   -17.255   99.0     99.0     7.904    8.286   13.996   0.549   99.0     
  7      475032   2      RI     10.09    -15.7     -17.655   -18.723   99.0     99.0     7.821    9.64    13.996   1.0     99.0     
  7      475036   2      RI     10.508   -16.844   -18.74    -19.794   99.0     9.234    10.61    9.497   9.803    0.984   99.0     
  7      475067   2      BS     10.367   -16.393   -18.313   -19.37    99.0     99.0     9.232    0.393   13.996   0.615   99.0     
  7      475082   2      RI     9.646    -15.261   -17.057   -18.053   99.0     8.944    5.67     6.706   10.086   0.0     99.0     
  7      475086   2      BS     9.174    -13.957   -15.723   -16.705   99.0     8.574    6.395    9.114   9.994    0.0     99.0     
  7      475091   2      BS     10.373   -16.506   -18.405   -19.452   99.0     99.0     10.468   0.081   13.996   0.645   99.0     
  7      475100   2      BS     9.32     -14.942   -16.625   -17.545   99.0     9.121    7.264    5.577   10.064   0.0     99.0     
  7      475129   2      BS     9.567    -16.602   -17.651   -18.311   -0.707   9.381    9.549    6.135   10.018   0.049   -10.274  
  7      475143   2      IN     9.119    -14.868   -16.248   -17.045   99.0     8.435    8.133    7.321   9.993    0.618   99.0     
  7      475152   2      CL     9.287    -14.632   -16.266   -17.162   99.0     8.54     8.456    9.694   9.796    0.992   99.0     
  7      475191   2      IN     9.698    -16.906   -17.988   -18.667   -0.8     8.994    9.312    6.312   10.149   0.046   -10.498  
  7      475194   2      CL     10.592   -16.896   -18.842   -19.945   99.0     9.102    10.96    7.99    9.892    0.949   99.0     
  7      475200   2      BS     10.263   -16.305   -18.177   -19.227   99.0     99.0     10.692   8.779   13.996   0.38    99.0     
  7      475201   2      BS     9.343    -14.888   -16.577   -17.487   99.0     8.98     7.772    7.559   9.952    0.0     99.0     
  7      475211   2      RI     9.938    -16.244   -17.679   -18.587   99.0     8.789    8.927    8.473   10.162   0.0     99.0     
  7      475212   2      RI     9.182    -15.112   -16.503   -17.291   99.0     8.292    9.315    6.82    9.762    0.231   99.0     
  7      475229   2      BS     10.445   -16.223   -18.215   -19.35    99.0     99.0     10.905   9.691   13.996   0.755   99.0     
  7      475234   2      BS     9.474    -14.665   -16.439   -17.431   99.0     6.981    99.0     8.752   9.95     0.987   99.0     
  7      475255   2      BS     9.393    -14.59    -16.293   -17.23    99.0     7.377    7.352    1.093   9.783    0.93    99.0     
  7      475265   2      BS     9.113    -13.947   -15.703   -16.666   99.0     7.318    4.422    8.232   10.065   0.0     99.0     
  7      475270   2      CL     10.469   -16.895   -18.768   -19.807   99.0     9.032    10.501   8.179   10.137   0.805   99.0     
  7      475275   2      BS     9.68     -15.178   -16.943   -17.915   99.0     7.905    8.664    0.163   9.976    0.906   99.0     
  7      475278   2      BS     10.175   -17.264   -18.547   -19.383   -0.652   8.888    9.489    7.296   10.249   0.28    -10.827  
  7      475297   2      CL     10.343   -16.538   -18.41    -19.445   99.0     99.0     10.596   9.185   13.996   0.591   99.0     
  7      475298   2      BS     9.708    -17.305   -18.248   -18.848   -0.672   8.363    9.541    6.113   10.197   0.0     -10.38   
  7      475301   2      IN     10.083   -15.921   -17.773   -18.794   99.0     99.0     9.347    9.975   13.996   0.908   99.0     
  7      475312   2      CL     10.697   -16.393   -18.56    -19.758   99.0     99.0     10.617   0.88    13.996   0.876   99.0     
  7      475316   2      BS     9.754    -15.629   -17.117   -18.028   99.0     8.586    8.589    0.731   10.008   0.652   99.0     
  7      475383   2      CL     9.029    -14.183   -15.814   -16.702   99.0     99.0     8.909    7.685   13.996   0.0     99.0     
  7      475391   2      BS     9.199    -14.492   -16.106   -16.989   99.0     99.0     8.138    9.504   13.996   0.16    99.0     
  7      475396   2      IN     9.27     -15.288   -16.727   -17.536   99.0     8.751    8.277    6.826   10.037   0.0     99.0     
  7      475400   2      BS     9.798    -15.424   -17.229   -18.219   99.0     99.0     7.617    9.628   13.996   0.0     99.0     
  7      475402   2      BS     9.193    -14.166   -15.881   -16.821   99.0     99.0     6.418    9.893   13.996   0.0     99.0     
  7      475418   2      CL     9.147    -13.843   -15.591   -16.556   99.0     99.0     99.0     1.0     13.996   0.0     99.0     
  7      475419   2      BS     9.017    -14.051   -15.664   -16.544   99.0     99.0     5.716    9.727   13.996   0.0     99.0     
  7      475436   2      CL     10.539   -17.185   -19.055   -20.097   99.0     99.0     6.401    7.599   13.996   0.572   99.0     
  7      475467   2      IN     9.04     -13.881   -15.563   -16.481   99.0     7.576    6.76     0.275   9.812    0.035   99.0     
