 cls ig      ra           dec       ty 
  9  37      44.10542       5.78806  2
  9  38      43.89875       5.77250  3
  9  39      43.78500       5.78472  2
  9  40      43.77958       5.77556  2
  9  41      43.78667       5.82750  1
  9  42      43.76250       5.82722  1
  9  43      43.76292       5.82222  2
  9  44      43.73000       5.77667  2
  9  45      43.70375       5.81278  2
  9  46      43.68833       5.78167  2
  9  47      43.66375       5.77972  2
  9  48      43.51458       5.79306  1
  9  49      44.19542       5.83306  3
  9  50      44.17583       5.83806  2
  9  51      43.80000       5.85250  2
  9  52      43.74500       5.84667  1
  9  53      43.53042       5.85389  3
  9  54      44.23708       5.89750  3
  9  55      44.16292       5.94000  2
  9  56      44.15542       5.93444  3
  9  57      44.06542       5.91750  2
  9  58      43.92625       5.89500  1
  9  59      43.81667       5.93889  2
  9  60      43.74375       5.94417  1
  9  61      43.39208       5.91250  3
  9  62      43.17042       5.92222  3
  9  63      44.06875       5.99361  3
  9  64      44.06167       5.95861  3
  9  65      43.99625       5.97611  3
  9  66      43.95792       6.00639  2
  9  67      43.57417       6.00500  3
  9  68      43.46041       5.99389  2
  9  69      43.43333       5.95417  3
  9  70      43.15000       5.97528  2
  9  71      43.59750       6.02639  2
  9  72      43.28292       6.01583  3
  9  73      44.07208       6.08722  3
  9  74      43.96208       6.10667  3
  9  75      43.45792       6.11722  2
  9  76      44.07084       6.15417  3
  9  77      44.05083       6.17472  3
  9  78      44.04958       6.16639  1
  9  79      43.98167       6.14500  3
  9  80      43.80500       6.16028  2
  9  81      43.74583       6.18278  3
  9  82      43.36583       6.17528  2
  9  83      43.26583       6.14694  2
  9  84      44.02375       6.22389  3
  9  85      43.32750       6.29333  3
  9  86      44.30667       6.33500  3
  9  87      43.77250       6.37306  3
  9  88      43.58750       6.33333  2
  9  89      43.94083       6.39278  2
  9  90      44.34042       6.57528  2
  9  91      43.76042       6.59639  3
  9  92      44.09208       6.06917  3
 10   1      68.18708     -13.75639  3
 10   2      67.77834     -13.78917  3
 10   3      67.83250     -13.69917  3
 10   4      67.70959     -13.72639  2
 10   5      67.69917     -13.70333  3
 10   6      67.65500     -13.71472  3
 10   7      68.30708     -13.65611  3
 10   8      68.12292     -13.66833  2
 10   9      67.85833     -13.66667  3
 10  10      67.83208     -13.62972  2
 10  11      67.74958     -13.65278  2
 10  12      68.19583     -13.57139  2
 10  13      68.11584     -13.58583  1
 10  14      67.93667     -13.56583  1
 10  15      67.90875     -13.56528  1
 10  16      67.77875     -13.61917  2
 10  17      67.77125     -13.62083  3
 10  18      67.74917     -13.61639  2
 10  19      67.73583     -13.56694  2
 10  20      67.43333     -13.60250  3
 10  21      67.82000     -13.52694  2
 10  22      67.75542     -13.54361  3
 10  23      68.20000     -13.49472  1
 10  24      68.06958     -13.45694  1
 10  25      67.96416     -13.47194  1
 10  26      67.84834     -13.44306  1
 10  27      67.83500     -13.44472  1
 10  28      67.81208     -13.48361  2
 10  29      67.76750     -13.44306  3
 10  30      67.74458     -13.48694  2
 10  31      67.70708     -13.46750  2
 10  32      67.64083     -13.48056  2
 10  33      67.54166     -13.49833  2
 10  34      67.48666     -13.50583  2
 10  35      68.20792     -13.41083  2
 10  36      68.20541     -13.39583  2
 10  37      67.92875     -13.39861  3
 10  38      67.84042     -13.40389  1
 10  39      67.79875     -13.48361  2
 10  40      67.64750     -13.40639  3
 10  41      68.32958     -13.32333  1
 10  42      68.21584     -13.34417  3
 10  43      67.96125     -13.34528  2
 10  44      67.95000     -13.35583  2
 10  45      67.88375     -13.35111  1
 10  46      67.82833     -13.36444  1
 10  47      67.82000     -13.33889  1
 10  48      67.75958     -13.32417  1
 10  49      67.75000     -13.37972  2
 10  50      67.66959     -13.37056  2
 10  51      67.53291     -13.37000  2
 10  52      67.50375     -13.34167  3
 10  53      67.41000     -13.37639  1
 10  54      68.19458     -13.28167  4
 10  55      68.15125     -13.29250  3
 10  56      67.84250     -13.27278  3
 10  57      67.80375     -13.27444  1
 10  58      67.60583     -13.29444  2
 10  59      67.57166     -13.30333  2
 10  60      67.55125     -13.31167  2
 10  61      67.43916     -13.27694  3
 10  62      67.74333     -13.23417  2
 10  63      67.73917     -13.25472  2
 10  64      67.42416     -13.21111  2
 10  65      67.46709     -13.23667  2
 10  66      67.83041     -13.15583  2
 10  67      67.73625     -13.17139  2
 10  68      67.71458     -13.16944  3
 10  69      68.20875     -13.09250  2
 10  70      67.82291     -13.11972  1
 10  71      67.82458     -13.10167  2
 10  72      67.74042     -13.08722  3
 10  73      67.64542     -13.08583  2
 10  74      67.82000     -13.07056  2
 10  75      67.34084     -13.03278  3
 10  76      68.18125     -12.99806  3
 10  77      67.62875     -13.01361  1
 10  78      67.40833     -12.92333  3
 10  79      68.12542     -12.88333  3
 10  80      68.00000     -12.90111  2
 10  81      67.65292     -12.88167  3
 10  82      67.51708     -12.88444  3
 10  83      67.35250     -12.86556  3
 10  84      67.35458     -12.85833  2
 10  85      67.33041     -12.89139  3
 11   1      79.15083       5.70889  2
 11   2      78.26542       5.70472  3
 11   3      78.21875       5.72167  2
 11   4      78.76875       5.75611  2
 11   5      77.99333       5.80722  2
 11   6      77.79667       5.75472  3
 11   7      79.13500       5.82917  3
 11   8      78.75958       5.80806  3
 11   9      78.43916       5.91111  3
 11  10      78.39042       5.90806  3
 11  11      78.38208       5.88194  3
 11  12      78.31250       5.93944  3
 11  13      78.29292       5.97556  2
 11  14      78.21333       5.97444  3
 11  15      77.94500       5.97056  3
 11  16      78.65459       6.08417  2
 11  17      78.38958       6.05250  3
 11  18      78.19334       6.05972  2
 11  19      78.60083       6.11861  3
 11  20      78.57417       6.11417  2
 11  21      78.51292       6.16417  3
 11  22      78.31125       6.16417  2
 11  23      78.27458       6.13611  2
 11  24      78.18125       6.12389  2
 11  25      77.82333       6.11028  1
 11  26      79.03750       6.19389  2
 11  27      78.82750       6.17500  2
 11  28      78.73167       6.16917  3
 11  29      78.46500       6.18694  2
 11  30      78.29083       6.17250  3
 11  31      78.22916       6.20917  2
 11  32      78.14417       6.20917  3
 11  33      78.05083       6.19389  3
 11  34      79.05417       6.27278  3
 11  35      78.55334       6.26917  2
 11  36      78.49333       6.25528  2
 11  37      78.40083       6.26472  3
 11  38      78.29792       6.24861  3
 11  39      78.27875       6.26722  2
 11  40      78.96333       6.33361  2
 11  41      78.54041       6.32611  2
 11  42      78.53500       6.33528  2
 11  43      78.52000       6.32500  3
 11  44      78.44917       6.34833  2
 11  45      78.43542       6.28833  1
 11  46      78.10875       6.34278  2
 11  47      78.48458       6.38750  1
 11  48      78.48375       6.38306  1
 11  49      78.48333       6.39389  1
 11  50      78.48333       6.39861  1
 11  51      78.49084       6.41056  2
 11  52      78.47083       6.39528  2
 11  53      78.38583       6.39278  2
 11  54      78.32833       6.36722  2
 11  55      77.98917       6.40361  2
 11  56      78.75792       6.46333  3
 11  57      78.60875       6.44083  2
 11  58      78.58417       6.44833  3
 11  59      78.52417       6.44500  2
 11  60      78.50125       6.43944  2
 11  61      78.48959       6.45778  2
 11  62      78.47958       6.43472  2
 11  63      78.47708       6.44972  1
 11  64      78.46833       6.45000  2
 11  65      78.44041       6.41833  3
 11  66      78.16042       6.41806  3
 11  67      77.85583       6.46250  3
 11  68      78.55791       6.49917  1
 11  69      78.51375       6.48194  2
 11  70      78.48666       6.51194  3
 11  71      78.14333       6.50111  2
 11  72      78.07166       6.48972  3
 11  73      78.72542       6.54222  3
 11  74      78.61375       6.55111  2
 11  75      78.55500       6.56694  1
 11  76      78.51958       6.56861  3
 11  77      78.32291       6.54861  3
 11  78      78.28625       6.55000  2
 11  79      79.13375       6.59333  2
 11  80      77.72667       6.60167  3
 11  81      78.99042       6.71250  2
 11  82      78.79500       6.74222  2
 11  83      78.77834       6.75556  3
 11  84      78.74333       6.72750  3
 11  85      78.73250       6.74750  3
 11  86      78.31875       6.72722  3
 11  87      78.27500       6.72278  3
 11  88      78.08125       6.71889  2
 11  89      78.67167       6.82556  3
 11  90      78.43792       6.79389  3
 11  91      78.61667       6.87417  3
 11  92      78.15916       6.86417  3
 11  93      78.73875       6.96111  3
 11  94      78.02458       6.99139  2
 11  95      78.56042       7.04028  3
 11  96      78.36625       7.07056  3
 11  97      78.30791       7.09167  3
 11  98      78.29792       7.11444  3
 11  99      78.22667       7.14278  3
 12   1      86.09458     -26.33972  3
 12   2      85.81625     -26.25750  3
 12   3      85.70834     -26.26750  3
 12   4      85.81541     -26.17889  1
 12   5      85.75166     -26.21528  3
 12   6      85.67250     -26.21861  2
 12   7      85.62625     -26.21222  1
 12   8      85.50083     -26.19444  2
 12   9      85.61459     -26.15889  2
 12  10      85.56750     -26.13778  2
 12  11      86.60709     -26.09028  3
 12  12      86.19167     -26.10389  1
 12  13      86.16666     -26.06667  1
 12  14      85.81000     -26.06583  1
 12  15      85.77666     -26.11333  3
 12  16      85.77333     -26.09889  1
 12  17      85.63834     -26.10944  1
 12  18      85.62708     -26.07195  2
 12  19      85.61833     -26.08028  1
 12  20      85.60250     -26.09972  1
 12  21      85.57250     -26.12639  3
 12  22      85.54083     -26.10028  3
 12  23      85.47667     -26.08139  3
 12  24      86.99875     -26.01722  3
 12  25      86.36000     -26.04028  2
 12  26      86.13292     -26.04639  1
 12  27      85.97292     -26.03000  3
 12  28      85.88375     -26.01528  2
 12  29      85.87708     -26.04139  2
 12  30      85.87041     -26.02917  1
 12  31      85.85542     -26.00306  3
 12  32      85.81750     -26.03944  2
 12  33      85.67375     -26.04139  2
 12  34      85.66708     -26.05639  3
 12  35      85.66917     -25.99583  3
 12  36      85.63708     -25.99556  2
 12  37      86.55125     -25.99361  2
 12  38      86.17792     -26.00000  2
 12  39      86.02084     -25.97528  2
 12  40      85.90958     -25.98417  3
 12  41      85.89500     -25.94528  2
 12  42      85.87083     -25.95944  2
 12  43      85.86792     -25.95278  2
 12  44      85.85917     -25.95056  2
 12  45      85.85792     -25.93972  1
 12  46      85.85500     -25.95861  1
 12  47      85.85500     -25.97028  1
 12  48      85.85291     -25.97305  2
 12  49      85.83167     -25.95333  1
 12  50      85.75083     -25.95500  2
 12  51      85.72667     -25.95944  1
 12  52      85.72750     -25.94222  1
 12  53      85.70959     -25.95111  3
 12  54      85.62500     -25.95222  3
 12  55      86.98625     -25.91778  3
 12  56      86.44583     -25.91444  3
 12  57      86.42292     -25.93306  2
 12  58      86.38625     -25.91472  2
 12  59      86.23666     -25.89111  3
 12  60      86.04500     -25.90306  1
 12  61      86.04417     -25.91861  1
 12  62      86.04542     -25.88472  3
 12  63      86.03750     -25.90361  1
 12  64      85.98542     -25.93639  2
 12  65      85.96458     -25.90917  2
 12  66      85.92042     -25.93056  2
 12  67      85.91708     -25.93806  1
 12  68      85.85667     -25.91889  2
 12  69      85.78333     -25.91750  3
 12  70      85.76750     -25.91889  2
 12  71      85.76458     -25.87917  2
 12  72      85.68125     -25.88944  2
 12  73      85.64917     -25.91417  3
 12  74      85.61750     -25.91722  3
 12  75      85.55917     -25.92972  2
 12  76      85.47958     -25.89889  3
 12  77      86.31000     -25.83861  2
 12  78      86.20208     -25.82195  1
 12  79      86.07792     -25.87194  2
 12  80      86.07125     -25.86278  2
 12  81      85.95458     -25.81750  3
 12  82      85.76167     -25.86083  3
 12  83      85.76250     -25.81556  2
 12  84      85.66084     -25.87250  3
 12  85      85.58417     -25.85444  2
 12  86      87.00208     -25.78500  2
 12  87      86.91292     -25.81972  3
 12  88      86.66500     -25.77500  2
 12  89      86.63458     -25.77667  2
 12  90      86.59458     -25.76528  2
 12  91      86.44209     -25.76278  3
 12  92      86.36542     -25.78555  1
 12  93      86.26041     -25.78972  3
 12  94      86.04333     -25.77139  3
 12  95      85.97750     -25.75750  2
 12  96      85.97875     -25.77639  3
 12  97      85.88333     -25.77778  1
 12  98      85.83459     -25.81222  3
 12  99      85.78500     -25.77194  2
 12 100      86.99042     -25.75306  1
 12 101      86.38750     -25.75250  2
 12 102      86.01791     -25.70056  3
 12 103      85.99167     -25.72889  3
 12 104      85.96083     -25.71889  3
 12 105      85.93375     -25.72639  3
 12 106      85.85458     -25.73333  3
 12 107      87.05708     -25.68222  3
 12 108      86.98917     -25.67278  2
 12 109      86.87041     -25.64889  2
 12 110      86.76125     -25.67111  2
 12 111      86.71375     -25.65028  3
 12 112      86.71625     -25.64806  1
 12 113      86.57542     -25.65195  3
 12 114      86.52500     -25.65333  2
 12 115      86.48417     -25.66611  1
 12 116      86.46416     -25.64194  2
 12 117      86.35458     -25.66389  2
 12 118      86.22500     -25.65389  2
 12 119      86.20208     -25.66000  3
 12 120      85.84000     -25.67361  3
 12 121      86.93042     -25.59139  3
